product_id,fraud_label,listed_price,original_price,seller_rating,rating_count,item_rating,item_rating_count,review1_rating,review2_rating,price_deviation,price_ratio,abnormal_discount,review_rating_diff,seller_item_rating_gap,listed_price_scaled,original_price_scaled,price_deviation_scaled,price_ratio_scaled,seller_rating_scaled,rating_count_scaled,item_rating_scaled,item_rating_count_scaled,review1_rating_scaled,review2_rating_scaled,review_rating_diff_scaled,seller_item_rating_gap_scaled
000702,0,21.13,21.13,4.2,78560.0,4.6,925.0,5.0,5.0,0.0,1.0,0,0.0,0.39999999999999947,0.007275280898876404,0.0065616955999694805,0.9496360814694962,0.05036391853050386,0.004935563476830272,0.00011733630755780707,0.8999999999999999,0.0027534007777463235,1.0,1.0,0.0,0.0005510400881664134
000703,0,21.99,21.99,4.2,765.0,4.6,925.0,5.0,5.0,0.0,1.0,0,0.0,0.39999999999999947,0.007620385232744783,0.006907047999967874,0.9496360814694962,0.05036391853050386,0.004935563476830272,1.1425951537897455e-06,0.8999999999999999,0.0027534007777463235,1.0,1.0,0.0,0.0005510400881664134
000704,0,24.31,24.31,4.0,50.0,4.6,925.0,5.0,5.0,0.0,1.0,0,0.0,0.5999999999999996,0.008551364365971106,0.007838696334847262,0.9496360814694962,0.05036391853050386,0.004661365505895256,7.467942181632323e-08,0.8999999999999999,0.0027534007777463235,1.0,1.0,0.0,0.0008265601322496207
000705,0,24.83,24.83,2.7,53.0,4.6,925.0,5.0,5.0,0.0,1.0,0,0.0,1.8999999999999995,0.008760032102728731,0.008047514065078849,0.9496360814694962,0.05036391853050386,0.0028790786948176585,7.916018712530263e-08,0.8999999999999999,0.0027534007777463235,1.0,1.0,0.0,0.0026174404187904662
000706,0,18.89,18.89,4.4,60.0,4.6,925.0,5.0,5.0,0.0,1.0,0,0.0,0.1999999999999993,0.006376404494382023,0.0056621730697411065,0.9496360814694962,0.05036391853050386,0.005209761447765287,8.961530617958788e-08,0.8999999999999999,0.0027534007777463235,1.0,1.0,0.0,0.00027552004408320607
000707,0,20.95,20.95,5.0,196316.0,4.6,925.0,5.0,5.0,0.0,1.0,0,0.0,0.40000000000000036,0.007203049759229534,0.0064894125395047,0.9496360814694962,0.05036391853050386,0.006032355360570333,0.00029321530746586623,0.8999999999999999,0.0027534007777463235,1.0,1.0,0.0,0.0005510400881664146
000708,0,20.95,20.95,4.9,11319.0,4.6,925.0,5.0,5.0,0.0,1.0,0,0.0,0.3000000000000007,0.007203049759229534,0.0064894125395047,0.9496360814694962,0.05036391853050386,0.005895256375102825,1.6905927510779255e-05,0.8999999999999999,0.0027534007777463235,1.0,1.0,0.0,0.00041328006612481155
000709,0,29.99,29.99,4.4,2497.0,4.6,925.0,5.0,5.0,0.0,1.0,0,0.0,0.1999999999999993,0.010830658105939004,0.010119628465069211,0.9496360814694962,0.05036391853050386,0.005209761447765287,3.729490325507182e-06,0.8999999999999999,0.0027534007777463235,1.0,1.0,0.0,0.00027552004408320607
000710,0,30.99,30.99,4.6,2765.0,4.6,925.0,5.0,5.0,0.0,1.0,0,0.0,0.0,0.011231942215088282,0.010521201023206878,0.9496360814694962,0.05036391853050386,0.005483959418700301,4.129772026442675e-06,0.8999999999999999,0.0027534007777463235,1.0,1.0,0.0,0.0
000711,0,32.24,32.24,2.9,66.0,4.6,925.0,5.0,5.0,0.0,1.0,0,0.0,1.6999999999999997,0.01173354735152488,0.011023166720878963,0.9496360814694962,0.05036391853050386,0.0031532766657526735,9.857683679754667e-08,0.8999999999999999,0.0027534007777463235,1.0,1.0,0.0,0.0023419203747072595
000712,0,57.9,57.9,4.9,143.0,4.6,959.0,5.0,5.0,0.0,1.0,0,0.0,0.3000000000000007,0.022030497592295344,0.021327518562691498,0.9496360814694962,0.05036391853050386,0.005895256375102825,2.1358314639468444e-07,0.8999999999999999,0.0028547163907802794,1.0,1.0,0.0,0.00041328006612481155
000713,0,57.9,57.9,2.9,143.0,4.6,959.0,5.0,5.0,0.0,1.0,0,0.0,1.6999999999999997,0.022030497592295344,0.021327518562691498,0.9496360814694962,0.05036391853050386,0.0031532766657526735,2.1358314639468444e-07,0.8999999999999999,0.0028547163907802794,1.0,1.0,0.0,0.0023419203747072595
000714,0,57.95,57.95,4.5,384.0,4.6,959.0,5.0,5.0,0.0,1.0,0,0.0,0.09999999999999964,0.02205056179775281,0.021347597190598384,0.9496360814694962,0.05036391853050386,0.005346860433232794,5.735379595493624e-07,0.8999999999999999,0.0028547163907802794,1.0,1.0,0.0,0.00013776002204160304
000715,0,57.95,57.95,4.0,17750.0,4.6,959.0,5.0,5.0,0.0,1.0,0,0.0,0.5999999999999996,0.02205056179775281,0.021347597190598384,0.9496360814694962,0.05036391853050386,0.004661365505895256,2.6511194744794747e-05,0.8999999999999999,0.0028547163907802794,1.0,1.0,0.0,0.0008265601322496207
000716,0,61.0,61.0,4.5,384.0,4.6,959.0,5.0,5.0,0.0,1.0,0,0.0,0.09999999999999964,0.023274478330658106,0.02257239349291827,0.9496360814694962,0.05036391853050386,0.005346860433232794,5.735379595493624e-07,0.8999999999999999,0.0028547163907802794,1.0,1.0,0.0,0.00013776002204160304
000717,0,75.0,75.0,4.3,107.0,4.6,959.0,5.0,5.0,0.0,1.0,0,0.0,0.2999999999999998,0.028892455858747994,0.028194409306845605,0.9496360814694962,0.05036391853050386,0.0050726624622977785,1.5981396268693173e-07,0.8999999999999999,0.0028547163907802794,1.0,1.0,0.0,0.00041328006612481035
000718,0,20.99,80.0,5.0,3365.0,4.6,1013.0,5.0,5.0,73.7625,0.26237499999999997,1,0.0,0.40000000000000036,0.007219101123595505,0.03020227209753394,0.9881451091836487,0.01185489081635136,0.006032355360570333,5.025925088238554e-06,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.0005510400881664146
000719,0,20.99,80.0,4.5,3365.0,4.6,1013.0,5.0,5.0,73.7625,0.26237499999999997,1,0.0,0.09999999999999964,0.007219101123595505,0.03020227209753394,0.9881451091836487,0.01185489081635136,0.005346860433232794,5.025925088238554e-06,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.00013776002204160304
000720,0,21.98,80.0,4.5,1576.0,4.6,1013.0,5.0,5.0,72.52499999999999,0.27475,1,0.0,0.09999999999999964,0.007616372391653291,0.03020227209753394,0.9874990502540264,0.012500949745973645,0.005346860433232794,2.3538953756505085e-06,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.00013776002204160304
000721,0,21.99,80.0,4.5,2152.0,4.6,1013.0,5.0,5.0,72.5125,0.274875,1,0.0,0.09999999999999964,0.007620385232744783,0.03020227209753394,0.9874925244062525,0.012507475593747605,0.005346860433232794,3.214202314974552e-06,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.00013776002204160304
000722,0,22.26,80.0,3.6,88935.0,4.6,1013.0,5.0,5.0,72.17499999999998,0.27825,1,0.0,0.9999999999999996,0.007728731942215089,0.03020227209753394,0.9873163265163554,0.012683673483644593,0.004112969564025226,0.00013283228758469414,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.0013776002204160347
000723,0,22.75,80.0,4.5,13143.0,4.6,1013.0,5.0,5.0,71.5625,0.284375,1,0.0,0.09999999999999964,0.007925361155698234,0.03020227209753394,0.9869965599754312,0.013003440024568753,0.005346860433232794,1.9630232818638727e-05,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.00013776002204160304
000724,0,22.89,80.0,4.0,669.0,4.6,1013.0,5.0,5.0,71.3875,0.286125,1,0.0,0.5999999999999996,0.007981540930979133,0.03020227209753394,0.9869051981065958,0.01309480189340423,0.004661365505895256,9.99210663902405e-07,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.0008265601322496207
000725,0,23.0,80.0,4.5,326.0,4.6,1013.0,5.0,5.0,71.25,0.2875,1,0.0,0.09999999999999964,0.008025682182985553,0.03020227209753394,0.9868334137810822,0.013166586218917815,0.005346860433232794,4.869098302424275e-07,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.00013776002204160304
000726,0,23.5,80.0,3.5,190.0,4.6,1013.0,5.0,5.0,70.625,0.29375,1,0.0,1.0999999999999996,0.008226324237560192,0.03020227209753394,0.9865071213923841,0.01349287860761594,0.0039758705785577185,2.837818029020283e-07,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.0015153602424576383
000727,0,24.1,80.0,3.5,5091.0,4.6,1013.0,5.0,5.0,69.875,0.30125,0,0.0,1.0999999999999996,0.00846709470304976,0.03020227209753394,0.9861155705259463,0.013884429474053687,0.0039758705785577185,7.603858729338032e-06,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.0015153602424576383
000728,0,15.99,80.0,4.0,180.0,4.6,1013.0,5.0,5.0,80.0125,0.199875,1,0.0,0.5999999999999996,0.005212680577849117,0.03020227209753394,0.99140803307063,0.008591966929370129,0.004661365505895256,2.6884591853876366e-07,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.0008265601322496207
000729,0,25.0,80.0,4.5,353.0,4.6,1013.0,5.0,5.0,68.75,0.3125,0,0.0,0.09999999999999964,0.00882825040128411,0.03020227209753394,0.9855282442262897,0.014471755773710309,0.005346860433232794,5.272367180232421e-07,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.00013776002204160304
000730,0,24.5,80.0,3.5,102.0,4.6,1013.0,5.0,5.0,69.375,0.30625,0,0.0,1.0999999999999996,0.00862760834670947,0.03020227209753394,0.9858545366149878,0.014145463385012186,0.0039758705785577185,1.523460205052994e-07,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.0015153602424576383
000731,0,25.75,80.0,3.5,117.0,4.6,1013.0,5.0,5.0,67.8125,0.321875,0,0.0,1.0999999999999996,0.009129213483146067,0.03020227209753394,0.9850388056432425,0.014961194356757494,0.0039758705785577185,1.7474984705019636e-07,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.0015153602424576383
000732,0,26.3,80.0,2.5,53.0,4.6,1013.0,5.0,5.0,67.125,0.32875,0,0.0,2.0999999999999996,0.00934991974317817,0.03020227209753394,0.9846798840156746,0.015320115984325427,0.002604880723882643,7.916018712530263e-08,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.002892960462873674
000733,0,27.45,80.0,3.5,103.0,4.6,1013.0,5.0,5.0,65.6875,0.343125,0,0.0,1.0999999999999996,0.00981139646869984,0.03020227209753394,0.9839294115216689,0.01607058847833111,0.0039758705785577185,1.5383960894162587e-07,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.0015153602424576383
000734,0,27.51,80.0,4.0,18688.0,4.6,1013.0,5.0,5.0,65.6125,0.34387500000000004,0,0.0,0.5999999999999996,0.009835473515248798,0.03020227209753394,0.9838902564350251,0.01610974356497489,0.004661365505895256,2.791218069806897e-05,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.0008265601322496207
000735,0,21.9,80.0,4.5,55123.0,4.6,1013.0,5.0,5.0,72.625,0.27375,1,0.0,0.09999999999999964,0.007584269662921347,0.03020227209753394,0.987551257036218,0.012448742963781945,0.005346860433232794,8.233107537562372e-05,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.00013776002204160304
000736,0,21.9,80.0,4.0,456.0,4.6,1013.0,5.0,5.0,72.625,0.27375,1,0.0,0.5999999999999996,0.007584269662921347,0.03020227209753394,0.987551257036218,0.012448742963781945,0.004661365505895256,6.810763269648679e-07,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.0008265601322496207
000737,0,28.99,80.0,4.0,234.0,4.6,1013.0,5.0,5.0,63.76250000000001,0.362375,0,0.0,0.5999999999999996,0.010429373996789726,0.03020227209753394,0.9829244309644787,0.01707556903552133,0.004661365505895256,3.4949969410039273e-07,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.0008265601322496207
000738,0,29.91,80.0,3.0,8.0,4.6,1013.0,5.0,5.0,62.612500000000004,0.373875,0,0.0,1.5999999999999996,0.010798555377207062,0.03020227209753394,0.9823240529692742,0.017675947030725878,0.003290375651220181,1.1948707490611718e-08,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.002204160352665656
000739,0,29.39,80.0,4.5,55123.0,4.6,1013.0,5.0,5.0,63.2625,0.367375,0,0.0,0.09999999999999964,0.01058988764044944,0.03020227209753394,0.9826633970535202,0.01733660294647983,0.005346860433232794,8.233107537562372e-05,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.00013776002204160304
000740,0,34.99,80.0,4.5,2765.0,4.6,1013.0,5.0,5.0,56.262499999999996,0.437375,0,0.0,0.09999999999999964,0.012837078651685395,0.03020227209753394,0.9790089223001013,0.02099107769989881,0.005346860433232794,4.129772026442675e-06,0.8999999999999999,0.0030156294232459736,1.0,1.0,0.0,0.00013776002204160304
000741,0,61.25,69.99,4.5,1439.0,4.6,1036.0,5.0,5.0,12.48749821403057,0.8751250178596943,0,0.0,0.09999999999999964,0.023374799357945425,0.026182530790575892,0.9561554024632876,0.04384459753671253,0.005346860433232794,2.1492737598737828e-06,0.8999999999999999,0.0030841664555924728,1.0,1.0,0.0,0.00013776002204160304
000742,0,61.25,69.99,4.9,1439.0,4.6,1036.0,5.0,5.0,12.48749821403057,0.8751250178596943,0,0.0,0.3000000000000007,0.023374799357945425,0.026182530790575892,0.9561554024632876,0.04384459753671253,0.005895256375102825,2.1492737598737828e-06,0.8999999999999999,0.0030841664555924728,1.0,1.0,0.0,0.00041328006612481155
000743,0,64.96,69.99,4.2,2544.0,4.6,1036.0,5.0,5.0,7.186740962994715,0.9281325903700528,0,0.0,0.39999999999999947,0.024863563402889245,0.026182530790575892,0.9533880476707285,0.04661195232927154,0.004935563476830272,3.799688982014526e-06,0.8999999999999999,0.0030841664555924728,1.0,1.0,0.0,0.0005510400881664134
000744,0,64.99,69.99,4.4,88.0,4.6,1036.0,5.0,5.0,7.143877696813831,0.9285612230318617,0,0.0,0.1999999999999993,0.024875601926163723,0.026182530790575892,0.9533656701387132,0.04663432986128685,0.005209761447765287,1.314357823967289e-07,0.8999999999999999,0.0030841664555924728,1.0,1.0,0.0,0.00027552004408320607
000745,0,72.33,72.33,4.2,6647.0,4.6,1036.0,5.0,5.0,0.0,1.0,0,0.0,0.39999999999999947,0.02782102728731942,0.027122210576618032,0.9496360814694962,0.05036391853050386,0.004935563476830272,9.927882336262012e-06,0.8999999999999999,0.0030841664555924728,1.0,1.0,0.0,0.0005510400881664134
000746,0,73.52,73.52,5.0,700.0,4.6,1036.0,5.0,5.0,0.0,1.0,0,0.0,0.40000000000000036,0.02829855537720706,0.027600081920801857,0.9496360814694962,0.05036391853050386,0.006032355360570333,1.0455119054285253e-06,0.8999999999999999,0.0030841664555924728,1.0,1.0,0.0,0.0005510400881664146
000747,0,76.94,76.94,3.7,30.0,4.6,1036.0,5.0,5.0,0.0,1.0,0,0.0,0.8999999999999995,0.02967094703049759,0.028973460069632678,0.9496360814694962,0.05036391853050386,0.004250068549492734,4.480765308979394e-08,0.8999999999999999,0.0030841664555924728,1.0,1.0,0.0,0.0012398401983744311
000748,0,64.0,80.0,5.0,1058.0,4.6,1058.0,5.0,5.0,20.0,0.8,0,0.0,0.40000000000000036,0.024478330658105937,0.03020227209753394,0.9600774379078361,0.03992256209216392,0.006032355360570333,1.5802165656333996e-06,0.8999999999999999,0.0031497236169673853,1.0,1.0,0.0,0.0005510400881664146
000749,0,27.38,27.38,5.0,88935.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.40000000000000036,0.00978330658105939,0.0090715240883299,0.9496360814694962,0.05036391853050386,0.006032355360570333,0.00013283228758469414,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0005510400881664146
000750,0,27.38,27.38,3.5,88935.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,1.0999999999999996,0.00978330658105939,0.0090715240883299,0.9496360814694962,0.05036391853050386,0.0039758705785577185,0.00013283228758469414,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0015153602424576383
000751,0,27.56,27.56,4.5,13143.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.09999999999999964,0.00985553772070626,0.00914380714879468,0.9496360814694962,0.05036391853050386,0.005346860433232794,1.9630232818638727e-05,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.00013776002204160304
000752,0,28.48,28.48,4.5,209087.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.09999999999999964,0.010224719101123596,0.009513253902281334,0.9496360814694962,0.05036391853050386,0.005346860433232794,0.00031228992538619155,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.00013776002204160304
000753,0,23.3,23.3,4.5,2847.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.09999999999999964,0.008146067415730337,0.007433108051128219,0.9496360814694962,0.05036391853050386,0.005346860433232794,4.252246278221445e-06,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.00013776002204160304
000754,0,30.48,30.48,4.5,4878.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.09999999999999964,0.01102728731942215,0.010316399018556669,0.9496360814694962,0.05036391853050386,0.005346860433232794,7.285724392400495e-06,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.00013776002204160304
000755,0,22.67,22.67,4.5,2237.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.09999999999999964,0.007893258426966292,0.007180117339501489,0.9496360814694962,0.05036391853050386,0.005346860433232794,3.3411573320623015e-06,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.00013776002204160304
000756,0,30.67,30.67,4.0,234.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.5999999999999996,0.011103531300160514,0.010392697804602825,0.9496360814694962,0.05036391853050386,0.004661365505895256,3.4949969410039273e-07,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0008265601322496207
000757,0,30.99,30.99,4.5,326.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.09999999999999964,0.011231942215088282,0.010521201023206878,0.9496360814694962,0.05036391853050386,0.005346860433232794,4.869098302424275e-07,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.00013776002204160304
000758,0,31.46,31.46,4.5,83744.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.09999999999999964,0.011420545746388443,0.010709940125531583,0.9496360814694962,0.05036391853050386,0.005346860433232794,0.00012507907001172347,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.00013776002204160304
000759,0,31.8,31.8,5.0,7195.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.40000000000000036,0.011556982343499198,0.01084647479529839,0.9496360814694962,0.05036391853050386,0.006032355360570333,1.0746368799368913e-05,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0005510400881664146
000760,0,31.88,31.88,4.5,353.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.09999999999999964,0.011589085072231138,0.010878600599949401,0.9496360814694962,0.05036391853050386,0.005346860433232794,5.272367180232421e-07,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.00013776002204160304
000761,0,32.53,32.53,3.5,5091.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,1.0999999999999996,0.01184991974317817,0.011139622762738886,0.9496360814694962,0.05036391853050386,0.0039758705785577185,7.603858729338032e-06,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0015153602424576383
000762,0,32.89,32.89,3.0,412.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,1.5999999999999996,0.011994382022471911,0.011284188883668446,0.9496360814694962,0.05036391853050386,0.003290375651220181,6.153584357665035e-07,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.002204160352665656
000763,0,32.9,32.9,4.0,6647.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.5999999999999996,0.011998394863563402,0.011288204609249822,0.9496360814694962,0.05036391853050386,0.004661365505895256,9.927882336262012e-06,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0008265601322496207
000764,0,24.0,24.0,4.0,180.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.5999999999999996,0.008426966292134831,0.007714208841824585,0.9496360814694962,0.05036391853050386,0.004661365505895256,2.6884591853876366e-07,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0008265601322496207
000765,0,33.26,33.26,4.0,50.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.5999999999999996,0.012142857142857143,0.011432770730179382,0.9496360814694962,0.05036391853050386,0.004661365505895256,7.467942181632323e-08,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0008265601322496207
000766,0,33.8,33.8,4.0,447.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.5999999999999996,0.012359550561797751,0.011649619911573721,0.9496360814694962,0.05036391853050386,0.004661365505895256,6.676340310379297e-07,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0008265601322496207
000767,0,34.77,34.77,3.5,103.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,1.0999999999999996,0.012748796147672553,0.012039145292967261,0.9496360814694962,0.05036391853050386,0.0039758705785577185,1.5383960894162587e-07,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0015153602424576383
000768,0,35.21,35.21,4.5,55123.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.09999999999999964,0.012925361155698235,0.012215837218547835,0.9496360814694962,0.05036391853050386,0.005346860433232794,8.233107537562372e-05,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.00013776002204160304
000769,0,28.34,28.34,5.0,196316.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.40000000000000036,0.010168539325842697,0.00945703374414206,0.9496360814694962,0.05036391853050386,0.006032355360570333,0.00029321530746586623,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0005510400881664146
000770,0,35.41,35.41,4.0,18688.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.5999999999999996,0.013005617977528089,0.012296151730175366,0.9496360814694962,0.05036391853050386,0.004661365505895256,2.791218069806897e-05,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0008265601322496207
000771,0,36.25,36.25,4.0,78560.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.5999999999999996,0.013342696629213483,0.012633472679011007,0.9496360814694962,0.05036391853050386,0.004661365505895256,0.00011733630755780707,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0008265601322496207
000772,0,28.0,28.0,4.5,60.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.09999999999999964,0.010032102728731942,0.009320499074375254,0.9496360814694962,0.05036391853050386,0.005346860433232794,8.961530617958788e-08,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.00013776002204160304
000773,0,37.0,37.0,4.0,571.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.5999999999999996,0.013643659711075442,0.012934652097614258,0.9496360814694962,0.05036391853050386,0.004661365505895256,8.528389971424114e-07,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0008265601322496207
000774,0,30.31,30.31,4.0,456.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.5999999999999996,0.010959069020866774,0.010248131683673264,0.9496360814694962,0.05036391853050386,0.004661365505895256,6.810763269648679e-07,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0008265601322496207
000775,0,39.99,39.99,4.5,2497.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.09999999999999964,0.014843499197431782,0.014135354046445883,0.9496360814694962,0.05036391853050386,0.005346860433232794,3.729490325507182e-06,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.00013776002204160304
000776,0,32.9,32.9,4.5,1267.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.09999999999999964,0.011998394863563402,0.011288204609249822,0.9496360814694962,0.05036391853050386,0.005346860433232794,1.8923765488256307e-06,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.00013776002204160304
000777,0,33.34,33.34,4.0,41.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.5999999999999996,0.012174959871589086,0.011464896534830397,0.9496360814694962,0.05036391853050386,0.004661365505895256,6.123712588938506e-08,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0008265601322496207
000778,0,41.33,41.33,4.0,41.0,4.6,1069.0,5.0,5.0,0.0,1.0,0,0.0,0.5999999999999996,0.015381219903691814,0.014673461274350355,0.9496360814694962,0.05036391853050386,0.004661365505895256,6.123712588938506e-08,0.8999999999999999,0.0031825021976548415,1.0,1.0,0.0,0.0008265601322496207
000779,0,41.2,54.0,4.4,208.0,4.6,1064.0,5.0,5.0,23.7037037037037,0.7629629629629631,0,0.0,0.1999999999999993,0.015329052969502408,0.019761385585954597,0.9620110224334546,0.037988977566545415,0.005209761447765287,3.1066639475590465e-07,0.8999999999999999,0.0031676028427969067,1.0,1.0,0.0,0.00027552004408320607
000780,0,41.2,54.0,38.0,208.0,4.6,1064.0,5.0,5.0,23.7037037037037,0.7629629629629631,0,0.0,33.4,0.015329052969502408,0.019761385585954597,0.9620110224334546,0.037988977566545415,0.05127502056484782,3.1066639475590465e-07,0.8999999999999999,0.0031676028427969067,1.0,1.0,0.0,0.04601184736189558
000781,0,41.2,54.0,4.4,2152.0,4.6,1064.0,5.0,5.0,23.7037037037037,0.7629629629629631,0,0.0,0.1999999999999993,0.015329052969502408,0.019761385585954597,0.9620110224334546,0.037988977566545415,0.005209761447765287,3.214202314974552e-06,0.8999999999999999,0.0031676028427969067,1.0,1.0,0.0,0.00027552004408320607
000782,0,42.99,54.0,4.7,230.0,4.6,1064.0,5.0,5.0,20.388888888888886,0.7961111111111111,0,0.0,0.10000000000000053,0.016047351524879617,0.019761385585954597,0.960280464283026,0.039719535716973974,0.00562105840416781,3.435253403550869e-07,0.8999999999999999,0.0031676028427969067,1.0,1.0,0.0,0.00013776002204160426
000783,0,43.66,54.0,4.7,501.0,4.6,1064.0,5.0,5.0,19.148148148148156,0.8085185185185184,0,0.0,0.10000000000000053,0.01631621187800963,0.019761385585954597,0.9596327134669439,0.040367286533056164,0.00562105840416781,7.482878065995588e-07,0.8999999999999999,0.0031676028427969067,1.0,1.0,0.0,0.00013776002204160426
000784,0,44.0,54.0,3.5,190.0,4.6,1064.0,5.0,5.0,18.51851851851852,0.8148148148148148,0,0.0,1.0999999999999996,0.016452648475120384,0.019761385585954597,0.9593040040975886,0.04069599590241132,0.0039758705785577185,2.837818029020283e-07,0.8999999999999999,0.0031676028427969067,1.0,1.0,0.0,0.0015153602424576383
000785,0,44.25,54.0,3.7,571.0,4.6,1064.0,5.0,5.0,18.055555555555554,0.8194444444444444,0,0.0,0.8999999999999995,0.016552969502407703,0.019761385585954597,0.9590623060318865,0.04093769396811363,0.004250068549492734,8.528389971424114e-07,0.8999999999999999,0.0031676028427969067,1.0,1.0,0.0,0.0012398401983744311
000786,0,44.97,54.0,4.9,30478.0,4.6,1064.0,5.0,5.0,16.722222222222225,0.8327777777777777,0,0.0,0.3000000000000007,0.016841894060995184,0.019761385585954597,0.9583662156026637,0.04163378439733629,0.005895256375102825,4.552158836235799e-05,0.8999999999999999,0.0031676028427969067,1.0,1.0,0.0,0.00041328006612481155
