product_id,fraud_label,listed_price,original_price,seller_rating,rating_count,item_rating,item_rating_count,review1_rating,review2_rating,price_deviation,price_ratio,abnormal_discount,review_rating_diff,seller_item_rating_gap,listed_price_scaled,original_price_scaled,price_deviation_scaled,price_ratio_scaled,seller_rating_scaled,rating_count_scaled,item_rating_scaled,item_rating_count_scaled,review1_rating_scaled,review2_rating_scaled,review_rating_diff_scaled,seller_item_rating_gap_scaled
000016,0,69.99,69.99,4.8,20.0,4.4,39.0,5.0,5.0,0.0,1.0,0,0.0,0.39999999999999947,0.02688202247191011,0.026182530790575892,0.9496360814694962,0.05036391853050386,0.005758157389635317,2.987176872652929e-08,0.8500000000000001,0.00011323509692030335,1.0,1.0,0.0,0.0005510400881664134
000017,1,9.99,9.99,3.3,213.0,3.3,17.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.002804975922953451,0.002088177302315869,0.9496360814694962,0.05036391853050386,0.0037016726076227035,3.18134336937537e-07,0.575,4.767793554539088e-05,0.0,0.0,0.0,0.0
000018,1,8.99,9.99,2.6,118.0,3.8,85.0,1.0,1.0,10.01001001001001,0.8998998998998999,0,0.0,1.1999999999999997,0.0024036918138041733,0.002088177302315869,0.9548619855927895,0.045138014407210596,0.002741979709350151,1.7624343548652282e-07,0.7,0.00025030916161330216,0.0,0.0,0.0,0.001653120264499242
000019,0,209.99,209.99,5.0,637.0,4.4,1167.0,5.0,4.0,0.0,1.0,0,1.0,0.5999999999999996,0.08306179775280899,0.0824026889298493,0.9496360814694962,0.05036391853050386,0.006032355360570333,9.51415833939958e-07,0.8500000000000001,0.0034745295528703607,1.0,0.75,0.25,0.0008265601322496207
000020,0,209.95,249.95,5.0,637.0,3.8,442.0,5.0,4.0,16.003200640128025,0.8399679935987198,0,1.0,1.2000000000000002,0.08304574638844302,0.09844952835303046,0.9579908375713885,0.042009162428611524,0.006032355360570333,9.51415833939958e-07,0.7,0.0013141230984698362,1.0,0.75,0.25,0.0016531202644992427
000021,0,199.99,199.99,4.9,745.0,4.1,22.0,4.0,5.0,0.0,1.0,0,1.0,0.8000000000000007,0.07904895666131621,0.07838696334847263,0.9496360814694962,0.05036391853050386,0.005895256375102825,1.1127233850632162e-06,0.7749999999999999,6.257729040332554e-05,0.75,1.0,0.25,0.0011020801763328293
000022,0,199.99,199.99,4.9,96.0,5.0,1.0,5.0,4.0,0.0,1.0,0,1.0,0.09999999999999964,0.07904895666131621,0.07838696334847263,0.9496360814694962,0.05036391853050386,0.005895256375102825,1.433844898873406e-07,1.0,0.0,1.0,0.75,0.25,0.00013776002204160304
000023,0,199.99,199.99,5.0,49.0,5.0,31.0,5.0,5.0,0.0,1.0,0,0.0,0.0,0.07904895666131621,0.07838696334847263,0.9496360814694962,0.05036391853050386,0.006032355360570333,7.318583337999678e-08,1.0,8.939612914760791e-05,1.0,1.0,0.0,0.0
000024,0,199.99,199.99,4.7,16.0,3.8,7.0,1.0,1.0,0.0,1.0,0,0.0,0.9000000000000004,0.07904895666131621,0.07838696334847263,0.9496360814694962,0.05036391853050386,0.00562105840416781,2.3897414981223436e-08,0.7,1.7879225829521583e-05,0.0,0.0,0.0,0.0012398401983744322
000025,1,199.99,199.99,4.9,27.0,3.5,3.0,1.0,1.0,0.0,1.0,0,0.0,1.4000000000000004,0.07904895666131621,0.07838696334847263,0.9496360814694962,0.05036391853050386,0.005895256375102825,4.0326887780814547e-08,0.625,5.95974194317386e-06,0.0,0.0,0.0,0.0019286403085824499
000026,0,199.99,199.99,4.9,23.0,4.0,527.0,5.0,1.0,0.0,1.0,0,4.0,0.9000000000000004,0.07904895666131621,0.07838696334847263,0.9496360814694962,0.05036391853050386,0.005895256375102825,3.435253403550869e-08,0.75,0.0015674121310547252,1.0,0.0,1.0,0.0012398401983744322
000027,0,159.99,159.99,4.7,42.0,4.1,137.0,3.0,5.0,0.0,1.0,0,2.0,0.6000000000000005,0.06299759229534511,0.06232406102296594,0.9496360814694962,0.05036391853050386,0.00562105840416781,6.273071432571151e-08,0.7749999999999999,0.0004052624521358225,0.5,1.0,0.5,0.0008265601322496219
000028,1,49.99,49.99,5.0,17.0,2.4,3.0,1.0,5.0,0.0,1.0,0,4.0,2.6,0.01885634028892456,0.018151079627822555,0.9496360814694962,0.05036391853050386,0.006032355360570333,2.53910034175499e-08,0.35,5.95974194317386e-06,0.0,1.0,1.0,0.0035817605730816917
000029,0,199.99,199.99,4.9,32.0,3.9,1316.0,1.0,3.0,0.0,1.0,0,2.0,1.0000000000000004,0.07904895666131621,0.07838696334847263,0.9496360814694962,0.05036391853050386,0.005895256375102825,4.779482996244687e-08,0.725,0.0039185303276368134,0.0,0.5,0.5,0.001377600220416036
000030,0,199.99,199.99,4.8,120.0,4.2,16.0,5.0,5.0,0.0,1.0,0,0.0,0.5999999999999996,0.07904895666131621,0.07838696334847263,0.9496360814694962,0.05036391853050386,0.005758157389635317,1.7923061235917577e-07,0.8,4.469806457380396e-05,1.0,1.0,0.0,0.0008265601322496207
000031,0,199.99,199.99,5.0,637.0,4.4,3688.0,5.0,5.0,0.0,1.0,0,0.0,0.5999999999999996,0.07904895666131621,0.07838696334847263,0.9496360814694962,0.05036391853050386,0.006032355360570333,9.51415833939958e-07,0.8500000000000001,0.010986784272241012,1.0,1.0,0.0,0.0008265601322496207
000032,1,19.99,19.99,3.6,38.0,3.6,53.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0068178170144462275,0.00610390288369254,0.9496360814694962,0.05036391853050386,0.004112969564025226,5.675636058040566e-08,0.65,0.00015495329052252037,0.0,0.0,0.0,0.0
000033,1,199.99,199.99,4.9,51.0,5.0,6.0,1.0,5.0,0.0,1.0,0,4.0,0.09999999999999964,0.07904895666131621,0.07838696334847263,0.9496360814694962,0.05036391853050386,0.005895256375102825,7.61730102526497e-08,1.0,1.4899354857934652e-05,0.0,1.0,1.0,0.00013776002204160304
000034,0,199.99,199.99,4.9,1131.0,3.8,87.0,1.0,2.0,0.0,1.0,0,1.0,1.1000000000000005,0.07904895666131621,0.07838696334847263,0.9496360814694962,0.05036391853050386,0.005895256375102825,1.6892485214852315e-06,0.7,0.000256268903556476,0.0,0.25,0.25,0.0015153602424576396
000035,1,79.53,79.53,3.9,277.0,1.0,3.0,1.0,1.0,0.0,1.0,0,0.0,2.9,0.030710272873194222,0.030013532995209237,0.9496360814694962,0.05036391853050386,0.0045242665204277485,4.137239968624307e-07,0.0,5.95974194317386e-06,0.0,0.0,0.0,0.003995040639206502
000036,1,80.33,80.33,3.9,277.0,1.0,3.0,1.0,1.0,0.0,1.0,0,0.0,2.9,0.031031300160513642,0.03033479104171937,0.9496360814694962,0.05036391853050386,0.0045242665204277485,4.137239968624307e-07,0.0,5.95974194317386e-06,0.0,0.0,0.0,0.003995040639206502
000037,1,40.54,40.54,3.9,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0,0.0,2.9,0.015064205457463883,0.014356218953421599,0.9496360814694962,0.05036391853050386,0.0045242665204277485,2.9871768726529295e-09,0.0,2.97987097158693e-06,0.0,0.0,0.0,0.003995040639206502
000038,1,9.99,9.99,3.5,2.0,2.0,2.0,1.0,5.0,0.0,1.0,0,4.0,1.5,0.002804975922953451,0.002088177302315869,0.9496360814694962,0.05036391853050386,0.0039758705785577185,2.9871768726529295e-09,0.25,2.97987097158693e-06,0.0,1.0,1.0,0.002066400330624053
000039,0,13.89,13.89,4.7,984.0,1.0,1.0,1.0,4.8291859974694225,0.0,1.0,0,3.8291859974694225,3.7,0.0043699839486356345,0.0036543102790527714,0.9496360814694962,0.05036391853050386,0.00562105840416781,1.4696910213452413e-06,0.0,0.0,0.0,0.9572964993673556,0.9572964993673556,0.005097120815539331
000040,0,17.0,17.0,4.7,984.0,1.0,1.0,1.0,4.8291859974694225,0.0,1.0,0,3.8291859974694225,3.7,0.0056179775280898875,0.004903200934860916,0.9496360814694962,0.05036391853050386,0.00562105840416781,1.4696910213452413e-06,0.0,0.0,0.0,0.9572964993673556,0.9572964993673556,0.005097120815539331
000041,0,26.09,26.09,4.7,984.0,1.0,1.0,1.0,4.8291859974694225,0.0,1.0,0,3.8291859974694225,3.7,0.009265650080256822,0.00855349548833231,0.9496360814694962,0.05036391853050386,0.00562105840416781,1.4696910213452413e-06,0.0,0.0,0.0,0.9572964993673556,0.9572964993673556,0.005097120815539331
000042,1,24.99,24.99,3.9,226.0,1.0,1.0,1.0,4.8291859974694225,0.0,1.0,0,3.8291859974694225,2.9,0.008824237560192615,0.008111765674380876,0.9496360814694962,0.05036391853050386,0.0045242665204277485,3.37550986609781e-07,0.0,0.0,0.0,0.9572964993673556,0.9572964993673556,0.003995040639206502
000043,1,24.99,24.99,4.1,226.0,1.0,1.0,1.0,4.8291859974694225,0.0,1.0,0,3.8291859974694225,3.0999999999999996,0.008824237560192615,0.008111765674380876,0.9496360814694962,0.05036391853050386,0.0047984644913627635,3.37550986609781e-07,0.0,0.0,0.0,0.9572964993673556,0.9572964993673556,0.004270560683289709
000044,0,46.29,46.29,5.0,138.0,1.0,1.0,1.0,4.8291859974694225,0.0,1.0,0,3.8291859974694225,4.0,0.01737158908507223,0.016665261162713184,0.9496360814694962,0.05036391853050386,0.006032355360570333,2.0611520421305212e-07,0.0,0.0,0.0,0.9572964993673556,0.9572964993673556,0.005510400881664141
000045,0,69.99,69.99,4.9,138.0,1.0,1.0,1.0,4.8291859974694225,0.0,1.0,0,3.8291859974694225,3.9000000000000004,0.02688202247191011,0.026182530790575892,0.9496360814694962,0.05036391853050386,0.005895256375102825,2.0611520421305212e-07,0.0,0.0,0.0,0.9572964993673556,0.9572964993673556,0.005372640859622538
